protein,qseqid,query accession,sseqid,sscinames,bitscore,evalue,length,qlen,qcovs,slen,pident,staxids,stitle
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_290586797.1|,unclassified Ketobacter,948,0,480,492,98,494,92.292,2072747;2083498;2639109,MULTISPECIES: nitrogenase molybdenum-iron protein alpha chain [unclassified Ketobacter]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_265660001.1|,Stutzerimonas stutzeri,948,0,491,492,99,493,90.224,316,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_102894051.1|,Stutzerimonas stutzeri,948,0,491,492,99,493,90.224,316,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,GCF_002433655__contig_3_10,GCF_002433655,dbj|BFR61774.1|,Cellvibrionaceae bacterium NBRC 116180,948,0,491,492,99,493,89.613,3157693,nitrogenase molybdenum-iron protein alpha chain [Cellvibrionaceae bacterium NBRC 116180]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_212543546.1|,Stutzerimonas balearica,948,0,491,492,99,493,90.02,74829,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas balearica]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|MEC8810248.1|,Pseudomonadota bacterium,948,0,480,492,98,494,92.083,1872427;1977087,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadota bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_165893567.1|,Azotobacter chroococcum,947,0,491,492,99,492,91.65,353,nitrogenase molybdenum-iron protein alpha chain [Azotobacter chroococcum]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|MFZ5602632.1|,Pseudomonadota bacterium,947,0,491,492,99,493,90.428,1977087,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadota bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|MAQ27750.1|,Pseudomonadales bacterium,947,0,480,492,98,494,92.083,1891229;1913989;2083498,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_349572214.1|,Azotobacter salinestris,947,0,491,492,99,492,91.446,69964,nitrogenase molybdenum-iron protein alpha chain [Azotobacter salinestris]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_090349185.1|,Pseudomonas oryzae,947,0,491,492,99,493,91.039,1392877,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas oryzae]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|MGB1091357.1|,Oceanobacter sp.,947,0,480,492,98,494,92.083,2030817,nitrogenase molybdenum-iron protein alpha chain [Oceanobacter sp.]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|NPU93490.1|,Gammaproteobacteria bacterium,947,0,491,492,99,493,90.428,1913989,nitrogenase molybdenum-iron protein alpha chain [Gammaproteobacteria bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_136489254.1|,Pseudomonas sp. A-1,947,0,491,492,99,493,90.631,1821274,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas sp. A-1]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_037041275.1|,Pseudomonas sp. BAY1663,947,0,491,492,99,493,90.02,1439940,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas sp. BAY1663]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_131298259.1|,Azotobacter chroococcum,947,0,491,492,99,492,91.446,353,nitrogenase molybdenum-iron protein alpha chain [Azotobacter chroococcum]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_003298002.1|,Pseudomonadota,946,0,491,492,99,493,89.817,316;924;1224;1211807;1212548;3035478,MULTISPECIES: nitrogenase molybdenum-iron protein alpha chain [Pseudomonadota]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_028240787.1|,Stutzerimonas azotifigens,946,0,491,492,99,493,89.613,291995;1292027,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas azotifigens]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|MAQ22988.1|,Pseudomonadales bacterium,946,0,480,492,98,494,91.875,1891229,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_304843970.1|,Fluviicoccus sp.,946,0,491,492,99,499,91.039,2003552,nitrogenase molybdenum-iron protein alpha chain [Fluviicoccus sp.]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_011912505.1|,Stutzerimonas,945,0,491,492,99,493,90.02,306;316;379731;996285;1212549;1802004;1977087;2717474;2901164;3035479,MULTISPECIES: nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_428602030.1|,Pseudomonas sp.,945,0,491,492,99,493,89.817,306,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas sp.]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|OHC13364.1|,Pseudomonadales bacterium GWC1_66_9,945,0,491,492,99,492,91.242,1817753,MAG: nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium GWC1_66_9]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_152387827.1|,Azotobacter salinestris,945,0,491,492,99,492,91.039,69964,nitrogenase molybdenum-iron protein alpha chain [Azotobacter salinestris]
NifD,GCF_002433655__contig_3_10,GCF_002433655,tpg|HAR04893.1|,Pseudomonas sp.,945,0,491,492,99,493,89.817,306,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas sp.]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|MBA56595.1|,Pseudomonadales bacterium,945,0,480,492,98,494,91.667,1891229;2083498,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_039800831.1|,Azotobacter chroococcum,944,0,491,492,99,492,91.039,353;1328314;2528971,nitrogenase molybdenum-iron protein alpha chain [Azotobacter chroococcum]
NifD,GCF_002433655__contig_3_10,GCF_002433655,tpg|HMW46814.1|,Cellvibrionaceae bacterium,944,0,480,492,98,485,92.083,2026723,nitrogenase molybdenum-iron protein alpha chain [Cellvibrionaceae bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_003294715.1|,Stutzerimonas stutzeri,943,0,491,492,99,493,89.409,316;1218352,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|MAA60612.1|,Pseudomonadales bacterium,943,0,480,492,98,494,91.875,1891229,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,dbj|GAB3373290.1|,Azotobacter armeniacus,943,0,491,492,99,492,91.039,270345,nitrogenase molybdenum-iron protein alpha chain [Azotobacter armeniacus]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_200649976.1|,Stutzerimonas stutzeri,942,0,491,492,99,493,89.409,316,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|TVZ38785.1|,Alteromonadaceae bacterium 2753L.S.0a.02,942,0,490,492,99,493,89.592,1403320,nitrogenase molybdenum-iron protein alpha chain [Alteromonadaceae bacterium 2753L.S.0a.02]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_290575607.1|,Ketobacter sp.,942,0,480,492,98,495,91.667,1977087;2083498,nitrogenase molybdenum-iron protein alpha chain [Ketobacter sp.]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_042921675.1|,Stutzerimonas stutzeri,942,0,491,492,99,493,89.206,316,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas stutzeri]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_386364791.1|,Stutzerimonas tarimensis,941,0,491,492,99,493,90.02,1507735,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas tarimensis]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_313023764.1|,Pseudomonas lopnurensis,941,0,491,492,99,493,89.206,1477517,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas lopnurensis]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_131183835.1|,Stutzerimonas kirkiae,941,0,491,492,99,493,89.002,2211392,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas kirkiae]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_018277247.1|,Teredinibacter turnerae,941,0,490,492,99,493,89.388,2426;1056819;1056820;1070977;1206095,nitrogenase molybdenum-iron protein alpha chain [Teredinibacter turnerae]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_045825324.1|,Teredinibacter turnerae,941,0,490,492,99,493,89.184,2426,nitrogenase molybdenum-iron protein alpha chain [Teredinibacter turnerae]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|MCG8383136.1|,Gammaproteobacteria bacterium,941,0,491,492,99,492,90.428,1913989,nitrogenase molybdenum-iron protein alpha chain [Gammaproteobacteria bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_015817787.1|,Teredinibacter turnerae,941,0,490,492,99,493,89.184,2426;377629;1056817;1056818;1073969,nitrogenase molybdenum-iron protein alpha chain [Teredinibacter turnerae]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_193682426.1|,Pseudomonas lopnurensis,940,0,491,492,99,493,89.206,1477517,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas lopnurensis]
NifD,GCF_002433655__contig_3_10,GCF_002433655,tpg|HBA35504.1|,Gammaproteobacteria bacterium,940,0,491,492,99,492,90.224,1913989,nitrogenase molybdenum-iron protein alpha chain [Gammaproteobacteria bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_131189641.1|,Stutzerimonas kirkiae,939,0,491,492,99,493,88.798,2211392,nitrogenase molybdenum-iron protein alpha chain [Stutzerimonas kirkiae]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|MCG8534811.1|,Pseudomonadales bacterium,937,0,491,492,99,493,88.798,1891229,nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_183166806.1|,Azomonas macrocytogenes,936,0,491,492,99,493,88.798,69962,nitrogenase molybdenum-iron protein alpha chain [Azomonas macrocytogenes]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|OHC65405.1|,Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210,936,0,491,492,99,493,89.409,1802007,MAG: nitrogenase molybdenum-iron protein alpha chain [Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_172148990.1|,Pseudomonas tumuqii,936,0,491,492,99,493,89.409,2715755,nitrogenase molybdenum-iron protein alpha chain [Pseudomonas tumuqii]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_418259647.1|,Haliea sp. E17,936,0,479,492,97,495,91.441,3401576,nitrogenase molybdenum-iron protein alpha chain [Haliea sp. E17]
NifD,GCF_002433655__contig_3_10,GCF_002433655,gb|MFD1692584.1|,Azotobacter chroococcum,936,0,478,492,97,532,92.469,353,nitrogenase molybdenum-iron protein alpha chain [Azotobacter chroococcum]
NifD,GCF_002433655__contig_3_10,GCF_002433655,dbj|GAB2191155.1|,Sessilibacter sp. MAH1,935,0,491,492,99,493,89.613,3394570;3394571;3394572;3394573,nitrogenase molybdenum-iron protein alpha chain [Sessilibacter sp. MAH1]
NifD,GCF_002433655__contig_3_10,GCF_002433655,emb|SMF28112.1|,Alteromonadaceae bacterium Bs31,934,0,490,492,99,493,88.776,1304903,Mo-nitrogenase MoFe protein subunit NifD precursor [Alteromonadaceae bacterium Bs31]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_376947731.1|,Azorhizophilus paspali,932,0,491,492,99,492,89.613,69963,nitrogenase molybdenum-iron protein alpha chain [Azorhizophilus paspali]
NifD,GCF_002433655__contig_3_10,GCF_002433655,ref|WP_012698832.1|,Azotobacter,931,0,491,492,99,492,89.613,352;354;322710;1283330;1283331;1314750;3083257,MULTISPECIES: nitrogenase molybdenum-iron protein alpha chain [Azotobacter]
NifD,GCF_002433655__contig_3_10,GCF_002433655,pdb|8P8G|A,Azotobacter vinelandii DJ,931,0,491,492,99,500,89.613,322710,"Chain A, Nitrogenase protein alpha chain [Azotobacter vinelandii DJ]"
NifD,GCF_002433655__contig_3_10,GCF_002433655,sp|P07328.3|,Azotobacter vinelandii,930,0,491,492,99,492,89.409,354;322710,RecName: Full=Nitrogenase molybdenum-iron protein alpha chain; AltName: Full=Dinitrogenase; AltName: Full=Nitrogenase component I [Azotobacter vinelandii]
NifD,GCF_002433655__contig_3_10,GCF_002433655,pdb|1L5H|A,Azotobacter vinelandii,930,0,491,492,99,491,89.409,354,"Chain A, nitrogenase molybdenum-iron protein alpha chain [Azotobacter vinelandii]"
NifD,GCF_002433655__contig_3_10,GCF_002433655,pdb|4XPI|A,Azotobacter vinelandii,929,0,491,492,99,490,89.409,354,"Chain A, Nitrogenase molybdenum-iron protein alpha chain [Azotobacter vinelandii]"
NifD,GCF_002433655__contig_3_10,GCF_002433655,pdb|3K1A|A,Azotobacter vinelandii,929,0,491,492,99,491,89.206,354,"Chain A, Nitrogenase molybdenum-iron protein alpha chain [Azotobacter vinelandii]"
NifD,GCF_002433655__contig_3_10,GCF_002433655,pdb|6BBL|A,Azotobacter vinelandii,928,0,491,492,99,492,89.206,354,"Chain A, Nitrogenase molybdenum-iron protein alpha chain [Azotobacter vinelandii]"
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_297004088.1|,Thalassolituus sp. UBA6592,591,0,290,290,100,290,100,1899355;1947665;2030822,nitrogenase iron protein [Thalassolituus sp. UBA6592]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MDK2776197.1|,Pseudomonadota bacterium,579,0,289,290,99,292,97.924,1977087,nitrogenase iron protein [Pseudomonadota bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MAR01350.1|,Oceanospirillaceae bacterium,572,0,290,290,100,291,95.862,1899355,nitrogenase iron protein [Oceanospirillaceae bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_217414971.1|,Marinobacterium ramblicola,570,0,290,290,100,291,95.517,2849041,nitrogenase iron protein [Marinobacterium ramblicola]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_188748037.1|,Marinobacterium zhoushanense,569,0,290,290,100,291,95.517,1679163,nitrogenase iron protein [Marinobacterium zhoushanense]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_160965928.1|,Pseudomaricurvus sp. HS19,569,0,289,290,99,292,95.848,2692626,nitrogenase iron protein [Pseudomaricurvus sp. HS19]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|TNE82214.1|,Gammaproteobacteria bacterium,568,0,290,290,100,293,95.517,1913989,MAG: nitrogenase iron protein [Gammaproteobacteria bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_320818635.1|,Thalassolituus sp.,568,0,290,290,100,290,95.517,2030822,nitrogenase iron protein [Thalassolituus sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MAD47638.1|,Oceanospirillaceae bacterium,567,0,289,290,99,292,95.502,1899355,nitrogenase iron protein [Oceanospirillaceae bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_276784392.1|,Thalassolituus oleivorans,566,0,290,290,100,291,95.862,306;187493,nitrogenase iron protein [Thalassolituus oleivorans]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_386364789.1|,Stutzerimonas tarimensis,564,0,290,290,100,293,94.828,1507735,nitrogenase iron protein [Stutzerimonas tarimensis]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_102654332.1|,Billgrantia endophytica,563,0,290,290,100,293,94.828,2033802,nitrogenase iron protein [Billgrantia endophytica]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MEE2730220.1|,Pseudomonadota bacterium,563,0,290,290,100,291,94.828,1977087,nitrogenase iron protein [Pseudomonadota bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_303432267.1|,unclassified Oceanobacter,561,0,289,290,99,294,94.118,2620260;3062618;3062619;3062622;3062623;3062645,MULTISPECIES: nitrogenase iron protein [unclassified Oceanobacter]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_290575609.1|,Ketobacter sp.,561,0,290,290,100,291,94.483,2083498,nitrogenase iron protein [Ketobacter sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_290586800.1|,unclassified Ketobacter,561,0,290,290,100,291,94.828,1872427;1891229;1913989;1977087;2030817;2072747;2083498;2639109,MULTISPECIES: nitrogenase iron protein [unclassified Ketobacter]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_135441479.1|,Mangrovimicrobium sediminis,560,0,290,290,100,304,93.448,2562682,nitrogenase iron protein [Mangrovimicrobium sediminis]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_036190066.1|,Marinobacterium lacunae,559,0,290,290,100,291,94.138,1232683;1914300,nitrogenase iron protein [Marinobacterium lacunae]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_418259648.1|,Haliea sp. E17,559,0,290,290,100,294,93.448,3401576,nitrogenase iron protein [Haliea sp. E17]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MAR89781.1|,Pseudomonadales bacterium,558,0,290,290,100,293,93.793,1891229;1977087,nitrogenase iron protein [Pseudomonadales bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_136489255.1|,unclassified Pseudomonas,558,0,290,290,100,293,93.448,196821;1821274;2772300;3096605,MULTISPECIES: nitrogenase iron protein [unclassified Pseudomonas]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_102894050.1|,Stutzerimonas stutzeri,558,0,290,290,100,293,93.793,316,nitrogenase iron protein [Stutzerimonas stutzeri]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_283173815.1|,Parathalassolituus penaei,557,0,289,290,99,290,93.772,2997323,nitrogenase iron protein [Parathalassolituus penaei]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_212543547.1|,Stutzerimonas balearica,557,0,290,290,100,293,93.793,74829,nitrogenase iron protein [Stutzerimonas balearica]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_104002709.1|,Marinobacterium lutimaris,557,0,290,290,100,290,93.793,568106,nitrogenase iron protein [Marinobacterium lutimaris]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_428602028.1|,Pseudomonas sp.,557,0,290,290,100,293,93.448,306,nitrogenase iron protein [Pseudomonas sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_003298004.1|,Pseudomonadota,557,0,290,290,100,293,93.448,306;316;924;1224;379731;996285;1211807;1212548;1212549;1439940;1802004;1977087;2717474;3035478;3035479,MULTISPECIES: nitrogenase iron protein [Pseudomonadota]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_242100704.1|,Stutzerimonas stutzeri,557,0,290,290,100,293,93.448,316,nitrogenase iron protein [Stutzerimonas stutzeri]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|TCK08371.1|,Marinobacterium mangrovicola,556,0,290,290,100,290,93.103,1476959,Mo-nitrogenase iron protein subunit NifH [Marinobacterium mangrovicola]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_028240788.1|,Stutzerimonas azotifigens,556,0,290,290,100,293,93.448,291995;1292027,nitrogenase iron protein [Stutzerimonas azotifigens]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MBA56596.1|,Pseudomonadales bacterium,556,0,290,290,100,291,93.793,1891229;2083498,nitrogenase iron protein [Pseudomonadales bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_132286895.1|,Marinobacterium mangrovicola,556,0,290,290,100,298,93.103,1476959,nitrogenase iron protein [Marinobacterium mangrovicola]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MFT3931151.1|,Spongiibacteraceae bacterium,556,0,290,290,100,294,94.138,2026793,nitrogenase iron protein [Spongiibacteraceae bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|NQZ15086.1|,Alphaproteobacteria bacterium,556,0,289,290,99,298,92.734,1913988;3098632,nitrogenase iron protein [Alphaproteobacteria bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_229606141.1|,Pseudomonas,556,0,290,290,100,290,93.103,286;2892443;3252651,MULTISPECIES: nitrogenase iron protein [Pseudomonas]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_221797272.1|,Oceanobacter mangrovi,556,0,289,290,99,292,93.08,2862510,nitrogenase iron protein [Oceanobacter mangrovi]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_313023762.1|,Pseudomonas lopnurensis,556,0,290,290,100,293,93.448,1477517,nitrogenase iron protein [Pseudomonas lopnurensis]
NifH,GCF_002433655__contig_3_11,GCF_002433655,tpg|HEX4938730.1|,Candidatus Kapaibacterium sp.,556,0,290,290,100,293,93.448,2447898,nitrogenase iron protein [Candidatus Kapaibacterium sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MCQ4346775.1|,Stutzerimonas stutzeri,555,0,290,290,100,293,92.759,316,nitrogenase iron protein [Stutzerimonas stutzeri]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_003294714.1|,Stutzerimonas stutzeri,555,0,290,290,100,293,93.448,316;1218352,nitrogenase iron protein [Stutzerimonas stutzeri]
NifH,GCF_002433655__contig_3_11,GCF_002433655,sp|Q44044.1|,Alcaligenes faecalis,555,0,290,290,100,296,93.103,511,RecName: Full=Nitrogenase iron protein; AltName: Full=Nitrogenase Fe protein; AltName: Full=Nitrogenase component II; AltName: Full=Nitrogenase reductase [Alcaligenes faecalis]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|OHC65406.1|,Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210,555,0,290,290,100,293,93.793,1802007,MAG: nitrogenase iron protein [Pseudomonadales bacterium RIFCSPLOWO2_02_FULL_63_210]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|NPU93489.1|,Gammaproteobacteria bacterium,555,0,290,290,100,293,93.448,1913989,nitrogenase iron protein [Gammaproteobacteria bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|QJT93724.1|,Stutzerimonas stutzeri,555,0,290,290,100,293,93.103,316,dinitrogen reductase [Stutzerimonas stutzeri]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_428036970.1|,Amphritea sp.,555,0,290,290,100,290,93.103,1872502,nitrogenase iron protein [Amphritea sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MEN2495188.1|,Candidatus Tectiglobus diatomicola,555,0,289,290,99,297,92.734,3098631,Nitrogenase iron protein 1 [Candidatus Tectiglobus diatomicola]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MFO1368235.1|,Marinagarivorans sp.,555,0,290,290,100,292,92.759,2023283,nitrogenase iron protein [Marinagarivorans sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,dbj|BFR61775.1|,Cellvibrionaceae bacterium NBRC 116180,554,0,290,290,100,291,92.759,3157693,nitrogenase iron protein [Cellvibrionaceae bacterium NBRC 116180]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_370978124.1|,Agaribacterium sp. ZY112,554,0,289,290,99,292,91.696,3233574,nitrogenase iron protein [Agaribacterium sp. ZY112]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_090349186.1|,Pseudomonas oryzae,554,0,290,290,100,293,92.759,1392877,nitrogenase iron protein [Pseudomonas oryzae]
NifH,GCF_002433655__contig_3_11,GCF_002433655,dbj|GAB1260429.1|,Cellvibrionaceae bacterium NBRC 116180,553,0,290,290,100,291,92.414,3157693,nitrogenase iron protein [Cellvibrionaceae bacterium NBRC 116180]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MGB1090738.1|,Oceanobacter sp.,553,0,289,290,99,292,93.426,2030817,nitrogenase iron protein [Oceanobacter sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,tpg|HMW46813.1|,Cellvibrionaceae bacterium,553,0,290,290,100,292,92.759,2026723,nitrogenase iron protein [Cellvibrionaceae bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_172148988.1|,Pseudomonas tumuqii,553,0,290,290,100,293,93.793,2715755,nitrogenase iron protein [Pseudomonas tumuqii]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_299200629.1|,uncultured Amphritea sp.,553,0,290,290,100,290,92.759,981605,nitrogenase iron protein [uncultured Amphritea sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MEJ2453267.1|,Candidatus Thiodiazotropha sp.,553,0,290,290,100,292,93.103,2847306,nitrogenase iron protein [Candidatus Thiodiazotropha sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_027854782.1|,Marinobacterium litorale,553,0,290,290,100,291,92.069,404770;1122201;1899355,nitrogenase iron protein [Marinobacterium litorale]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MBM97021.1|,Oceanospirillaceae bacterium,553,0,290,290,100,291,92.759,1899355,nitrogenase iron protein [Oceanospirillaceae bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MET0065363.1|,Candidatus Thiodiazotropha sp.,552,0,290,290,100,292,92.759,2847306,nitrogenase iron protein [Candidatus Thiodiazotropha sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MET0026369.1|,Candidatus Thiodiazotropha sp.,552,0,290,290,100,292,92.759,2847306,nitrogenase iron protein [Candidatus Thiodiazotropha sp.]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_044616592.1|,Gynuella sunshinyii,552,0,289,290,99,292,92.388,1445505;1445510,nitrogenase iron protein [Gynuella sunshinyii]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|TVZ38784.1|,Alteromonadaceae bacterium 2753L.S.0a.02,552,0,289,290,99,295,92.042,1403320,Mo-nitrogenase iron protein subunit NifH [Alteromonadaceae bacterium 2753L.S.0a.02]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MCB1791288.1|,Gammaproteobacteria bacterium,551,0,290,290,100,293,92.414,1913989,nitrogenase iron protein [Gammaproteobacteria bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_042921674.1|,Stutzerimonas stutzeri,551,0,286,290,99,296,93.706,316,nitrogenase iron protein [Stutzerimonas stutzeri]
NifH,GCF_002433655__contig_3_11,GCF_002433655,gb|MBI1423308.1|,Gammaproteobacteria bacterium,551,0,290,290,100,296,91.724,1913989,nitrogenase iron protein [Gammaproteobacteria bacterium]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_015818692.1|,Teredinibacter turnerae,551,0,289,290,99,292,91.003,2426;377629;1056817;1056818;1073969,nitrogenase iron protein [Teredinibacter turnerae]
NifH,GCF_002433655__contig_3_11,GCF_002433655,ref|WP_164648052.1|,Vibrio astriarenae,551,0,290,290,100,293,91.034,1481923,nitrogenase iron protein [Vibrio astriarenae]
