Gene_ID,taxonomy,sample_ID,normalized_abundance,pct_identity,aln_length,Clade,latitude.x,longitude.x,depth.x,station,depth.y,size fraction,latitude.y,longitude.y,Station,ENA_ID,INSDC_ID,BioSamples_ID,Sample_method,Depth_Nominal,Environmental_feature,Fraction_Lower,Fraction_Upper,Biome,Region,Province,Barcode,Date_Time,Seafloor,Temperature,Salinity,Density,Distance_coast,Chlorophyll_A,Depth,PAR,O2,NO3,Iron_5m*,Ammonium_5m*,Nitrite_5m*,Nitrate_5m*,CDOM*,NPP_C*,POC*,PIC*,Alkalinity,Carbon Total,CO2,CO3,HCO3,pH,NO2,PO4,NO3_NO2,Si,MLD,DCM,Depth_max_Brunt_Väisälä_freq,Depth_max_O2,Depth_min_O2,Depth_nitracline,Shannon_Darwin*,Shannon_Physat*,miTAG_SILVA_Chao,miTAG_SILVA_Shannon,OG_Richness,OG_Evenness,Chlorophyll c3,Peridinin,Fucoxanthin,Prasinoxanthin,19-Hexanoyloxyfucoxanthin,Alloxanthin,Zeaxanthin,Lutein,Latitude,Longitude,Sea_ice*,Season,Season_subperiod,Okubo-Weiss*,Lyapunov*,Residence_time*
OM-RGC.v2.009046111,Biota;,TARA_B100000446,7.46024E-08,100,290,HBD_Gamma_09 (Clade 2),-20.4075,-3.1641,MES,TARA_070,MES,[0.22-3µm],-20.4075,-3.1641,TARA_070,ERS490373,ERR599044|ERR599149,SAMEA2621092,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SAO] South Atlantic Ocean (MRGID:1914),[SATL] South Atlantic Gyral Province (MRGID:21459),TARA_B100000446,2010/09/21 11:57:00,-4678,4.188237,34.446963,27.333325,558.1525,-0.00495,800,0,161.92525,36.675625,0.000787816,0.015283077,0.031308781,0.029039364,,475.34,59.29802513,0.000233392,,,,,,,0.01,2.522,36.73,44.86,146,42,156,15,219,,0.497782,0.556013,,,,,,,,,,,,,-20.4075,-3.1641,0,winter,late,0.009208,0.047133,0
OM-RGC.v2.009046111,Biota;,TARA_B100000427,6.53056E-08,100,290,HBD_Gamma_09 (Clade 2),-8.7296,-17.9604,DCM,TARA_072,DCM,[0.22-3µm],-8.7296,-17.9604,TARA_072,ERS490476,ERR599133|ERR599137,SAMEA2621155,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[SAO] South Atlantic Ocean (MRGID:1914),[SATL] South Atlantic Gyral Province (MRGID:21459),TARA_B100000427,2010/10/05 15:35:00,-4008,23.630095,36.588225,24.96531,395.5741,0.16449,100,0.032923,190.5966,1.049606,0.001262169,0.011292624,0.018234891,0.036490005,,334.144,29.35335064,,0.0083,0.0086,,0.0616,0,,0.011,0.143,0.044,1.284,88,99,98,16,290,143,0.321126,0.715698,,,,,0.0325,0.0073,0.0086,0.0023,0.084,0,0.0827,0,-8.7296,-17.9604,0,spring,early,0.006396,0.087015,0
OM-RGC.v2.009046111,Biota;,TARA_B100000508,6.38141E-08,100,290,HBD_Gamma_09 (Clade 2),-8.7986,-17.9034,MES,TARA_072,MES,[0.22-3µm],-8.7986,-17.9034,TARA_072,ERS490507,ERR599005|ERR599048,SAMEA2621176,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SAO] South Atlantic Ocean (MRGID:1914),[SATL] South Atlantic Gyral Province (MRGID:21459),TARA_B100000508,2010/10/06 07:58:00,-4055,4.641719,34.476312,27.30785,396.7311,-0.00225,800,0,143.273625,37.560305,0.001262169,0.011292624,0.018234891,0.036490005,,322.113,32.02692795,,0,0,,0,0,,0.007,2.618,36.98,34.44,81,93,105,17,270,970,0.321126,0.715698,,,,,0,0,0,0,0,0,0,0,-8.7986,-17.9034,0,spring,early,0.006396,0.087015,0
OM-RGC.v2.009046111,Biota;,TARA_B100000424,1.8456E-08,100,290,HBD_Gamma_09 (Clade 2),-8.7789,-17.9099,SRF,TARA_072,SRF,[0.22-3µm],-8.7789,-17.9099,TARA_072,ERS490433,ERR598984|ERR599105,SAMEA2621132,SEQ-(100L)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SAO] South Atlantic Ocean (MRGID:1914),[SATL] South Atlantic Gyral Province (MRGID:21459),TARA_B100000424,2010/10/05 08:00:00,-4046,25.064425,36.41678,24.393095,396.0494,0.00864,5,28.638751,199.135,0.416799,0.001262169,0.011292624,0.018234891,0.036490005,,322.113,32.02692795,,0,0.0018,11.00154,0.0038,0,8.06029,0.003,0.104,0.018,0.868,91,98,108,28,300,144,0.321126,0.715698,,,,,0.0021,0.0009,0.0018,0,0.0088,0,0.0557,0,-8.7789,-17.9099,0,spring,early,0.006396,0.087015,0
OM-RGC.v2.009046111,Biota;,TARA_B100000519,8.93919E-08,100,290,HBD_Gamma_09 (Clade 2),-21.0292,-35.3498,DCM,TARA_076,DCM,[0.22-3µm],-21.0292,-35.3498,TARA_076,ERS490597,ERR599040|ERR599148,SAMEA2621216,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[SAO] South Atlantic Ocean (MRGID:1914),[SATL] South Atlantic Gyral Province (MRGID:21459),TARA_B100000519,2010/10/16 16:58:00,-4087,21.16596,36.61951,25.68731,30.3292,0.039,150,0.045726,200.32465,0.218613,0.000776878,0.011959192,0.013930039,0.013453111,,201.5375,24.42359638,7.08565E-05,0.0006,0.00245,,0.01715,0,,0.047654,0.051522,0,0.712116,51,139,202,28,176,205,0.337256,0.578854,,,,,0.0114,0.0008,0.00245,0.00085,0.0225,0,0.0108,0,-21.0292,-35.3498,0,spring,early,0.084131,0.027592,0
OM-RGC.v2.009046111,Biota;,TARA_B100000749,1.07348E-07,100,290,HBD_Gamma_09 (Clade 2),-20.9315,-35.1794,MES,TARA_076,MES,[0.22-3µm],-20.9315,-35.1794,TARA_076,ERS490633,ERR599154|ERR599000,SAMEA2621232,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SAO] South Atlantic Ocean (MRGID:1914),[SATL] South Atlantic Gyral Province (MRGID:21459),TARA_B100000749,2010/10/17 09:05:00,-3907,4.664275,34.369569,27.220344,36.257,-0.0063,800,0,191.413187,33.940795,0.000776878,0.011959192,0.013930039,0.013453111,,192.574,24.61178017,9.30798E-05,0,0,,0,0,,,,,,52,126,143,65,581,900,0.337256,0.578854,6449.138881,6.890998596,21377.9,0.731395365,0,0,0,0,0,0,0,0,-20.9315,-35.1794,0,spring,early,0.084131,0.027592,0
OM-RGC.v2.009046111,Biota;,TARA_B100000530,3.9785E-08,100,290,HBD_Gamma_09 (Clade 2),-30.1484,-43.2705,DCM,TARA_078,DCM,[0.22-3µm],-30.1484,-43.2705,TARA_078,ERS490691,ERR599101|ERR599046,SAMEA2621272,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[SAO] South Atlantic Ocean (MRGID:1914),[SATL] South Atlantic Gyral Province (MRGID:21459),TARA_B100000530,2010/11/04 18:16:00,-3879,19.32335,36.27746,25.920365,564.404,0.08856,120,0.038677,216.6547,0.085111,0.000862562,0.017718557,0.012364627,0.001974124,,352.555,38.96880722,0.000203361,0.002,0.0064,,0.0343,0,,0.053,0,0.104,0.319,71,111,4,42,160,166,0.084879,0.65728,,,,,0.0231,0.0015,0.0064,0.0028,0.0362,0.0008,0.0146,0,-30.1484,-43.2705,0,spring,middle,0.053558,0.14819,5.777778
OM-RGC.v2.009046111,Biota;,TARA_B100000745,1.45143E-07,100,290,HBD_Gamma_09 (Clade 2),-30.1471,-43.2915,MES,TARA_078,MES,[0.22-3µm],-30.1471,-43.2915,TARA_078,ERS490714,ERR599124|ERR599159,SAMEA2621287,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SAO] South Atlantic Ocean (MRGID:1914),[SATL] South Atlantic Gyral Province (MRGID:21459),TARA_B100000745,2010/11/05 12:33:00,-3883,5.823213,34.355,27.076125,564.921,-0.0072,800,,215.95475,28.704078,0.000862562,0.017718557,0.012364627,0.001974124,,352.555,38.62805176,0.000196519,0,0,,0,0,,,,,,11,105,7,885,1116,1115,0.084879,0.65728,7167.611118,6.906904103,20751.3,0.721162719,0,0,0,0,0,0,0,0,-30.1471,-43.2915,0,spring,middle,0.053558,0.14819,5.777778
OM-RGC.v2.009046111,Biota;,TARA_B100000929,4.62567E-08,100,290,HBD_Gamma_09 (Clade 2),2.0649,-84.5546,MES,TARA_109,MES,[0.22-3µm],2.0649,-84.5546,TARA_109,ERS492205,ERR599067|ERR598971,SAMEA2622362,SEQ-(10L-or-15min)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Coastal Biome,[NPO] North Pacific Ocean (MRGID:1908),[CHIL] Chile-Peru Current Coastal Province (MRGID:21495),TARA_B100000929,2011/05/13 16:08:00,-3257,11.142362,34.791419,26.595869,511.4309,0,380,,2.264562,33.049074,0.000004994,0.038657464,0.411641767,3.423354744,0.9906,471.9535,,,,,,,,,,,,,12,24,69,14,422,64,0.60986,0.500877,4998.544817,6.832154721,18991.5,0.740244987,,,,,,,,,2.0649,-84.5546,0,spring,middle,-0.002594,0.005026,2.083333
OM-RGC.v2.009046111,Biota;,TARA_B100001113,2.45789E-07,100,290,HBD_Gamma_09 (Clade 2),-1.9002,-84.6265,DCM,TARA_110,DCM,[0.22-3µm],-1.9002,-84.6265,TARA_110,ERS492264,ERR599014,SAMEA2622402,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100001113,2011/05/21 21:00:00,-2111,22.039785,35.112815,24.318245,407.3646,0.21402,50,0.112155,145.0818,10.202445,0.000005493,0.042527045,0.645360056,6.029548923,,642.094,68.13558197,0.000241573,0.005,0.0291,,0.0316,0,,0.414,0.9295,10.701,5.407,21,28,64,14,369,69,0.54627,0.713291,4206.588394,6.796421877,16528.4,0.740312164,0.0343,0.0099,0.0291,0,0.0751,0,0.0355,0.0012,-1.9002,-84.6265,0,autumn,late,0.032297,0.064745,0
OM-RGC.v2.009046111,Biota;,TARA_B100001079,9.65734E-09,100,290,HBD_Gamma_09 (Clade 2),-1.8902,-84.6141,MES,TARA_110,MES,[0.22-3µm],-1.8902,-84.6141,TARA_110,ERS492294,ERR599020,SAMEA2622429,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100001079,2011/05/22 13:20:00,-2279,10.082375,34.747805,26.748625,409.7887,0.00144,380,0,2.43975,26.734022,0.000005493,0.042527045,0.645360056,6.029548923,,634.104,69.31762314,0.000238122,,,,,,,,,,,33,38,68,13,373,75,0.54627,0.713291,5912.116367,7.181018104,19565.3,0.730786905,,,,,,,,,-1.8902,-84.6141,0,autumn,late,0.032297,0.064745,0
OM-RGC.v2.009046111,Biota;,TARA_B100000585,3.70416E-09,100,290,HBD_Gamma_09 (Clade 2),-16.9486,-100.672,MES,TARA_111,MES,[0.22-3µm],-16.9486,-100.672,TARA_111,ERS492380,,SAMEA2622498,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000585,2011/06/01 16:00:00,-3902,10.69894,34.7072,26.609085,915.2628,0.00288,350,0,4.7047,29.923223,0.000003007,0.013075565,0.043491448,7.843671242,2.2664,357.4615,42.42976761,0.00022155,0,0,,0,0,,,,,,75,82,85,13,327,261,0.599757,0.463204,4822.559469,6.674822174,17558,0.73063419,0,0,0,0,0,0,0,0,-16.9486,-100.6715,0,autumn,late,-0.075767,0.018781,34.305556
OM-RGC.v2.009046111,Biota;,TARA_B100000578,4.92442E-09,100,290,HBD_Gamma_09 (Clade 2),-16.9601,-100.633,SRF,TARA_111,SRF,[0.22-3µm],-16.9601,-100.633,TARA_111,ERS492318,,SAMEA2622449,SEQ-(100L)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000578,2011/05/31 14:25:00,-4043,22.78183,35.98269,24.742485,1067.5202,0.0408,5,15.111047,209.1003,3.149999,0.000003007,0.013075565,0.043491448,7.843671242,0.8502,374.2405,43.12891006,0.000225242,0,0.0027,12.099805,0.0041,0,8.049736,0.0415,0.5,2.676,1.0325,73,85,83,30,332,260,0.599757,0.463204,3596.851063,6.628351803,14493.5,0.744136035,0.0044,0.0031,0.0027,0,0.0134,0,0.0287,0.0011,-16.9601,-100.6335,0,autumn,late,-0.075767,0.018781,34.305556
OM-RGC.v2.009046111,Biota;,TARA_B100000949,1.288E-08,100,290,HBD_Gamma_09 (Clade 2),-23.2232,-129.599,MES,TARA_112,MES,[0.22-3µm],-23.2232,-129.599,TARA_112,ERS492471,ERR599072,SAMEA2622568,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000949,2011/06/15 18:43:00,-3641,5.749106,34.306075,27.043012,145.015,-0.0072,696,0,200.470625,28.329562,0.000157501,0.00623687,0.017828043,0.022861806,0.86844,121.756,23.21505642,0.000116093,0,0,,0,0,,,,,,140,160,150,153,549,398,0.441733,0.155786,6787.964777,6.721536169,20947.6,0.734353159,0,0,0,0,0,0,0,0,-23.2232,-129.5986,0,autumn,late,-0.120564,0.040113,11.083333
OM-RGC.v2.009046111,Biota;,TARA_B100000941,7.89909E-09,100,290,HBD_Gamma_09 (Clade 2),-23.2811,-129.395,SRF,TARA_112,SRF,[0.22-3µm],-23.2811,-129.395,TARA_112,ERS492408,ERR598954,SAMEA2622518,SEQ-(100L)_W0.22-3,SRF,[SRF] surface water layer (ENVO:00010504),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000941,2011/06/14 16:45:00,-3523,24.26287,36.43917,24.65312,653.4677,0,5,7.292033,201.6702,0.167491,0.000157501,0.00623687,0.017828043,0.022861806,0.87312,119.018,22.58493233,0.000118293,0,0,22.327772,0.0018,0,7.793725,0.0075,0.14225,0.02525,0.7425,134,163,142,141,1019,433,0.441733,0.155786,4080.856211,6.520954544,16501.9,0.733239582,0,0,0,0,0.0041,0,0.02285,0,-23.2811,-129.3947,0,autumn,late,-0.120564,0.040113,11.083333
OM-RGC.v2.009046111,Biota;,TARA_B100000700,1.00253E-08,100,290,HBD_Gamma_09 (Clade 2),-9.0063,-139.139,DCM,TARA_122,DCM,[0.22-3µm],-9.0063,-139.139,TARA_122,ERS492699,ERR598948,SAMEA2622690,SEQ-(10L-or-15min)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000700,2011/07/28 17:15:00,-3695,24.661385,36.101175,24.2843,29.6602,0.11844,115,0.009886,178.3692,3.213808,0.000002316,0.030111594,0.087558472,6.207147837,3.24993,300.345,43.59589767,0.000110317,0.0093,0.0028,,0.0107,0,,0.092792,0.582933,2.67775,1.907042,101,102,109,15,186,131,0.260512,0.561525,,,,,0.0144,0.0051,0.0028,0,0.0246,0,0.03415,0,-9.0063,-139.1394,0,winter,middle,0.007751,0.028977,15.833333
OM-RGC.v2.009046111,Biota;,TARA_B100000678,1.00919E-07,100,290,HBD_Gamma_09 (Clade 2),-8.9729,-139.239,MES,TARA_122,MES,[0.22-3µm],-8.9729,-139.239,TARA_122,ERS492680,ERR598999|ERR599096|ERR599033|ERR599083,SAMEA2622673,SEQ-(10L-or-15min)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000678,2011/07/27 19:28:00,-3328,7.133995,34.5789,27.07634,33.3605,-0.00144,600,0,40.6107,41.697487,0.000002316,0.030111594,0.087558472,6.207147837,,300.345,42.27088737,0.000125267,,,,,,,,,,,98,103,107,13,255,209,0.260512,0.561525,,,,,,,,,,,,,-8.9729,-139.2393,0,winter,middle,0.007751,0.028977,15.833333
OM-RGC.v2.009046111,Biota;,TARA_B100000686,4.80081E-08,100,290,HBD_Gamma_09 (Clade 2),-8.9109,-140.285,MIX,TARA_123,MIX,[0.22-3µm],-8.9109,-140.285,TARA_123,ERS492778,ERR598998|ERR598956|ERR599117|ERR599157,SAMEA2622733,SEQ-(10L-or-15min)_W0.22-3,MIX,[MIX] marine epipelagic wind mixed layer (ENVO:01000061),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000686,2011/08/01 17:52:00,-985,21.97372,35.877315,24.895825,5.9764,-0.00582,150,,158.18405,5.004597,0.000002277,0.02508309,0.054778114,6.231764158,,,77.0915184,0.000143744,0.0025,0.000925,,0.006175,0.002,,1.46875,0.6607,5.44175,1.18375,107,36,234,13,237,236,,,,,,,0.006075,0.001225,0.000925,0,0.013375,0,0.00555,0,-8.9109,-140.2845,0,winter,middle,-0.011503,0.053774,1.083333
OM-RGC.v2.009046111,Biota;,TARA_B100000676,7.79005E-09,100,290,HBD_Gamma_09 (Clade 2),-9.0714,-140.597,MIX,TARA_124,MIX,[0.22-3µm],-9.0714,-140.597,TARA_124,ERS492863,ERR599084|ERR598988|ERR599089|ERR599161,SAMEA2622796,SEQ-(10L-or-15min)_W0.22-3,MIX,[MIX] marine epipelagic wind mixed layer (ENVO:01000061),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100000676,2011/08/05 17:31:00,-954,24.81397,35.907345,24.092785,46.8174,0.02364,120,0.00002,172.42475,4.148328,0.000002459,0.023188621,0.052577804,6.232079824,,,71.37910843,0.000164031,0.00585,0.00185,,0.00975,0,,0.3535,0.4885,1.19925,1.469,101,28,111,13,193,145,,,,,,,0.01025,0.00215,0.00185,0,0.01915,0,0.0175,0,-9.0714,-140.5973,0,winter,middle,0.000096,0.043603,2.777778
OM-RGC.v2.009046111,Biota;,TARA_B100001123,1.39911E-07,100,290,HBD_Gamma_09 (Clade 2),-8.8999,-142.546,MIX,TARA_125,MIX,[0.22-3µm],-8.8999,-142.546,TARA_125,ERS492926,ERR599156,SAMEA2622837,SEQ-(10L-or-15min)_W0.22-3,MIX,[MIX] marine epipelagic wind mixed layer (ENVO:01000061),0.22,3,Trades Biome,[SPO] South Pacific Ocean (MRGID:1910),"[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)",TARA_B100001123,2011/08/09 17:05:00,-4371,23.681605,36.28145,24.715135,230.753,-0.00327,140,0.000059,160.81445,3.583718,0.000002359,0.01748565,0.02433348,6.146822453,,,55.34723282,8.75286E-05,0,0.0004,,0.0025,0,,0.05475,0.566,3.47525,1.24575,102,26,111,29,242,211,,,,,,,0.00145,0,0.0004,0,0.00415,0,0.0002,0,-8.8999,-142.5461,0,winter,middle,-0.004254,0.014455,0
OM-RGC.v2.009046111,Biota;,TARA_B100001250,3.57608E-08,100,290,HBD_Gamma_09 (Clade 2),31.5168,-159.046,DCM,TARA_132,DCM,[0.22-3µm],31.5168,-159.046,TARA_132,ERS493340,ERR598995,SAMEA2623079,SEQ-(100L)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Westerlies Biome,[NPO] North Pacific Ocean (MRGID:1908),[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484),TARA_B100001250,2011/10/05 00:59:00,-5710,15.321075,34.39568,25.4389,972.1014,0.07992,115,0.006352,222.94125,0,0.00081438,0.022323498,0.023501203,0.001618445,,246.522,28.51713467,0.000150477,0.0055,0.0099,,0.041,0,,0.017,0.1252,0.047,4.4468,48,110,58,52,16,128,0.486663,0.607278,5351.604577,6.561389685,17993.8,0.727202007,0.024,0.0035,0.0099,0.0009,0.0512,0,0.0352,0,31.5168,-159.046,0,autumn,early,0.134524,0.043804,0
OM-RGC.v2.009046111,Biota;,TARA_B100001245,7.59317E-08,100,290,HBD_Gamma_09 (Clade 2),31.528,-159.022,MES,TARA_132,MES,[0.22-3µm],31.528,-159.022,TARA_132,ERS493372,ERR598980,SAMEA2623098,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Westerlies Biome,[NPO] North Pacific Ocean (MRGID:1908),[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484),TARA_B100001245,2011/10/05 20:45:00,-5529,6.634392,33.991383,26.6805,970.5554,-0.0024,550,0,131.979417,28.302949,0.00081438,0.022323498,0.023501203,0.001618445,,263.25375,28.31336403,0.000153814,0,0,,0,0,,,,,,47,113,56,56,646,137,0.486663,0.607278,6356.928968,6.831743729,19674.3,0.729293364,0,0,0,0,0,0,0,0,31.528,-159.0224,0,autumn,early,0.134524,0.043804,0
OM-RGC.v2.009046111,Biota;,TARA_B100001105,6.44655E-08,100,290,HBD_Gamma_09 (Clade 2),35.2698,-127.727,MES,TARA_133,MES,[0.22-3µm],35.2698,-127.727,TARA_133,ERS493460,ERR599115,SAMEA2623155,SEQ-(100L)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Westerlies Biome,[NPO] North Pacific Ocean (MRGID:1908),[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484),TARA_B100001105,2011/10/19 19:27:00,-4691,4.918875,34.333562,27.162231,522.5004,-0.0045,650,0,9.46475,43.553981,0.000164224,0.019672674,0.010027013,0.004801808,,644.261,65.03458405,0.000298098,0,0,,0,0,,,,,,13,38,42,33,656,49,0.637497,0.44712,7460.331781,6.975785811,21207.9,0.719530468,0,0,0,0,0,0,0.0002,0,35.2698,-127.7268,0,autumn,early,-0.465615,0.043359,41.555556
OM-RGC.v2.009046111,Biota;,TARA_B100001964,5.00474E-08,100,290,HBD_Gamma_09 (Clade 2),14.2075,-116.647,DCM,TARA_137,DCM,[0.22-3µm],14.2075,-116.647,TARA_137,ERS493670,ERR598987|ERR599099|ERR599070|ERR599147,SAMEA2623295,SEQ-(10L-or-15min)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[NPO] North Pacific Ocean (MRGID:1908),[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488),TARA_B100001964,2011/12/02 20:42:00,-4118,20.58574,34.366025,24.14088,505.4989,0.33414,40,0.645405,123.201,7.312792,0.000004212,0.016200179,0.02376498,3.006373823,1.7042,452.195,62.97020531,0.000252071,0.0238,0.0228,,0.0606,0,,0.3055,0.884,6.0475,4.661,28,34,39,16,206,39,0.623359,0.561121,4996.589383,6.084460282,17574.3,0.737769447,0.0553,0.0197,0.0228,0.0051,0.1557,0.0025,0.1106,0.0088,14.2075,-116.6468,0,autumn,late,0.075315,0.032361,0
OM-RGC.v2.009046111,Biota;,TARA_B100001971,3.92554E-07,100,290,HBD_Gamma_09 (Clade 2),14.2025,-116.643,MES,TARA_137,MES,[0.22-3µm],14.2025,-116.643,TARA_137,ERS493705,ERR599127|ERR599076|ERR599015|ERR599152,SAMEA2623314,SEQ-(10L-or-15min)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[NPO] North Pacific Ocean (MRGID:1908),[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488),TARA_B100001971,2011/12/03 14:31:00,-4140,8.887131,34.5882,26.820475,508.0711,0,375,0,0.832313,35.049476,0.000004212,0.016200179,0.02376498,3.006373823,1.3698,452.195,67.85565948,0.000261073,0,0,,0,0,,0.0093,2.9545,34.551,46.6245,28,37,40,14,351,40,0.623359,0.561121,6924.430129,6.248980533,20605.8,0.730546934,0,0,0,0,0,0,0.0011,0,14.2025,-116.6433,0,autumn,late,0.075315,0.032361,0
OM-RGC.v2.009046111,Biota;,TARA_B100001996,4.63597E-07,100,290,HBD_Gamma_09 (Clade 2),6.3378,-102.954,DCM,TARA_138,DCM,[0.22-3µm],6.3378,-102.954,TARA_138,ERS493788,ERR599087,SAMEA2623370,SEQ-(10L-or-15min)_W0.22-3,DCM,[DCM] deep chlorophyll maximum layer (ENVO:01000326),0.22,3,Trades Biome,[NPO] North Pacific Ocean (MRGID:1908),[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488),TARA_B100001996,2011/12/11 13:27:00,-3189,17.291965,34.664045,25.194555,820.0506,0.13926,60,,41.52515,25.65001,0.000004689,0.013172547,0.020416232,2.891272922,,282.98,,,0.0089,0.0132,,0.0475,0,,0.464,1.108,12.904,8.073,42,50,53,14,120,48,0.602965,0.433796,4312.041092,6.63935405,16960.1,0.731500451,0.0355,0.0135,0.0132,0.0018,0.0832,0.001,0.0529,0.0024,6.3378,-102.9538,0,autumn,late,-0.002795,0.020154,0
OM-RGC.v2.009046111,Biota;,TARA_B100002003,4.38828E-07,100,290,HBD_Gamma_09 (Clade 2),6.3559,-103.06,MES,TARA_138,MES,[0.22-3µm],6.3559,-103.06,TARA_138,ERS493822,ERR599060|ERR599175|ERR599004|ERR599051,SAMEA2623390,SEQ-(10L-or-15min)_W0.22-3,MES,[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213),0.22,3,Trades Biome,[NPO] North Pacific Ocean (MRGID:1908),[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488),TARA_B100002003,2011/12/11 20:37:00,-3241,8.149894,34.608919,26.951444,814.9045,0,450,,1.013313,36.753654,0.000004689,0.013172547,0.020416232,2.891272922,,277.87,,,0,0.0018,,0,0,,0.0078,3.155,36.219,52.9225,38,45,49,15,482,49,0.602965,0.433796,6404.034706,6.281538192,20553.2,0.734761859,0,0.001,0.0018,0,0,0,0.0014,0,6.3559,-103.0598,0,autumn,late,-0.002795,0.020154,0
